Year,Page,Sample,Flow,Mass,Vial,Filename,Path,Species,Population,Plant,Cutting,PlantDate,Inflo,Diurnal,Sex,Leaves,Inflor,Mphase,Fphase,Closed,Buds,Flrs,ClosedCN,BudsCN,FlrsCN,Bag,Photo,Room,FlowRate,Temp,SampleDate,Equil,Start,Stop,Equi,Duration,Total,RunDate,Method,Blank,GC,Results,Notes
2017,,288,0.11813,0.00303,1,SGLOBOSA288,./batch170420/SGLOBOSA288_170412_11.D,globosa,844,F8-19,-,,,,M,0,1,-,-,19,23,37,,,,16,-,8,200D,29,2017-04-19,17:16,17:45,18:17,0.48,0.53,1.02,2017-04-20,TD200,,G,,
2017,,289,0.03580,0.00529,2,SSPERGULINA289,./batch170420/SGLOBOSA289_170420_3.D,spergulina,14632,4,-,,,,F,6,2,-,-,20,46,49,,,,16,-,8,200D,29,2017-04-19,17:16,17:46,18:17,0.50,0.52,1.02,2017-04-20,TD200,,G,,
2017,,290,0.08210,0.00306,3,SGLOBOSA290,./batch170420/SSPERGULINA290_170420_4.D,globosa,844,F2-16,-,,,,M,0,1,-,-,18,18,31,,,,16,-,8,200D,29,2017-04-19,17:17,17:47,18:17,0.50,0.50,1.00,2017-04-20,TD200,,G,,
2017,,291,0.06837,0.00750,4,SSPERGULINA291,./batch170420/SGLOBOSA291_170420_5.D,spergulina,12029X,120296-5,-,,,,M,2,1,-,-,2,44,21,,,,16,-,8,200D,29,2017-04-19,17:18,17:48,18:18,0.50,0.50,1.00,2017-04-20,TD200,,G,,
2017,,292,0.11442,0.00555,5,SGLOBOSA292,./batch170420/SSPERGULINA292_170420_6.D,globosa,844,F1-24,-,,,,M,0,1,-,-,15,18,43,,,,16,-,8,200D,29,2017-04-19,17:18,17:48,18:19,0.50,0.52,1.02,2017-04-20,TD200,,G,,
2017,,293,0.07177,0.00758,6,SSPERGULINA293,./batch170420/SGLOBOSA293_170420_7.D,spergulina,14632,1,-,,,,M,2,1,-,-,18,37,21,,,,16,-,8,200D,27,2017-04-19,17:51,18:21,18:51,0.50,0.50,1.00,2017-04-20,TD200,,G,,
2017,,294,0.08210,0.00158,7,SGLOBOSA294,#N/A,globosa,844,F4-19,-,,,,H,0,1,5,4,0,20,9,,,,16,-,8,200D,27,2017-04-19,17:51,18:21,18:51,0.50,0.50,1.00,2017-04-20,TD200,,G,,
2017,,295,0.09980,0.00461,8,SSPERGULINA295,./batch170420/SGLOBOSA295_170420_9.D,spergulina,12029X,120292-2,-,,,,M,0,1,-,-,13,43,54,,,,16,-,8,200D,27,2017-04-19,17:52,18:22,18:52,0.50,0.50,1.00,2017-04-20,TD200,,G,,
2017,,296,0.07863,0.00644,9,SGLOBOSA296,./batch170420/SSPERGULINA296_170420_8.D,globosa,844,F4-21,-,,,,H,0,1,36,7,6,30,43,,,,16,-,8,200D,27,2017-04-19,17:52,18:22,18:52,0.50,0.50,1.00,,TD200,,0,Data lost,
2017,,297,,,10,SSPERGULINA297,#N/A,spergulina,12029X,120292-5,-,,,,M,0,1,-,-,37,25,32,,,,16,-,8,200D,27,2017-04-19,17:53,18:23,18:53,0.50,0.50,1.00,,TD200,,0,Data lost,
2017,,298,,,21,AMBIENT298,#N/A,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,16,-,8,200D,25,2017-04-19,19:09,19:43,20:09,0.57,0.43,1.00,,TD200,,0,Data lost,
2017,,299,,,20,SPERLMANII299,#N/A,perlmanii,12917,213,-,,,,H,0,1,1,15,15,22,16,,,,16,-,8,200D,25,2017-04-19,19:03,19:34,20:05,0.52,0.52,1.03,,TD200,,0,Data lost,
2017,,300,0.11442,0.00461,19,SLYCHNOIDES300,#N/A,lychnoides,867,10-13,-,,,,H,13,4,,,0,29,10,,,,16,-,8,200D,24,2017-04-19,19:18,19:40,20:10,0.37,0.50,0.87,,TD200,,0,Data lost,
2017,,301,,,18,SKAHO301,#N/A,kaho,HK,879 10-1 x 892-3,8,,,,H,0,1,3,39,51,38,42,,,,16,-,8,200D,24,2017-04-19,19:21,19:45,20:15,0.40,0.50,0.90,,TD200,,0,Data lost,
2017,,302,,,17,SLYCHNOIDES302,#N/A,lychnoides,867,14,8,,,,H,4,2,,,0,8,5,,,,16,-,8,200D,24,2017-04-19,19:23,19:47,20:17,0.40,0.50,0.90,,TD200,,0,Data lost,
2017,,303,0.03580,0.00834,16,SJACOBII303,#N/A,jacobii,14807,5/19/09,-,,,,H,0,3,2,21,34,20,23,,,,16,-,8,200D,24,2017-04-19,19:25,19:48,20:18,0.38,0.50,0.88,2017-05-04,TD200,,0,Run on leaky GC,
2017,,304,,,15,SKAHO304,#N/A,kaho,KH,904-5 x 879-10-1,172-2,,,,H,0,3,6,43,34,36,49,,,,16,,8,200D,25,2017-04-27,18:58,19:29,19:59,0.52,0.28,0.80,2017-05-04,TD200,,0,Run on leaky GC,
2017,,305,0.09621,0.00252,14,SVISCOSA305,#N/A,viscosa,5031,C,1,,,,H,12,1,-,-,0,8,5,,,,16,,8,200D,25,2017-04-27,19:00,19:30,20:00,0.50,0.50,1.00,,RMBL,,NR,Not Run yet,
2017,,306,0.09265,0.00318,12,SKAHO306,#N/A,kaho,HK,879-2-2 x 904-3,11-2,,,,H,0,1,2,24,14,15,26,,,,16,,8,200D,25,2017-04-27,19:02,19:34,20:04,0.53,0.50,1.03,,RMBL,,NR,,
2017,,307,0.03894,0.00635,13,SKAHO307,#N/A,kaho,HH,794-4 x 794-2,78-20,,,,H,0,9,1,51,15,24,52,,,,16,,8,200D,25,2017-04-27,19:04,19:34,20:04,0.50,0.50,1.00,,RMBL,,NR,,
2017,,308,0.07863,0.00347,11,SKAHO308,#N/A,kaho,HK,794-2 x 904-3,69-1,,,,H,0,2,1,9,37,22,10,,,,16,,8,200D,25,2017-04-27,19:06,19:36,20:06,0.50,0.50,1.00,,RMBL,,NR,,
2017,,309,,,22,SKAHO309,#N/A,kaho,HK,794-4 x 892-5,83-3,,,,H,0,1,5,25,14,13,30,,,,16,,8,200D,24,2017-04-27,19:42,20:12,20:43,0.50,0.52,1.02,,RMBL,,NR,,
2017,,310,,,23,SKAHO310,#N/A,kaho,HK,879-2-2 x 892-1,6-17,,,,H,0,1,6,57,46,43,63,,,,16,,8,200D,24,2017-04-27,19:45,20:16,20:46,0.52,0.50,1.02,,RMBL,,NR,,
2017,,311,,,24,SKAHO311,#N/A,kaho,HK,866-2 x 3587-14,100-1,,,,H,0,3,8,76,96,26,84,,,,16,,8,200D,24,2017-04-27,19:53,20:23,20:53,0.50,0.50,1.00,,RMBL,,NR,,
2017,,312,0.07863,0.00333,25,SKAHO312,#N/A,kaho,HK,794-4 x 904-5,85-4,,,,H,0,1,1,17,13,12,18,,,,16,,8,200D,24,2017-04-27,19:55,20:25,20:55,0.50,0.50,1.00,,RMBL,,NR,,
2017,,313,0.02345,0.01054,26,SKAHO313,#N/A,kaho,HK,866-2 x 904-5,98-2,,,,H,0,1,6,22,18,24,28,,,,16,,8,200D,24,2017-04-27,19:57,20:28,20:58,0.52,0.50,1.02,,RMBL,,NR,,
2017,,314,0.09980,0.00032,27,SKAHO314,#N/A,kaho,HK,879-10-1 x 892-4,24-11,,,,H,0,1,3,44,54,19,47,,,,16,,8,200D,23,2017-04-27,20:29,20:59,21:32,0.50,0.55,1.05,,RMBL,,NR,,stop times fixed +1 hour
2017,,315,,,28,SKAHO315,#N/A,kaho,HK,866-2 x 3587-7,99-6,,,,H,0,3,6,36,29,22,42,,,,16,,8,200D,23,2017-04-27,20:32,21:02,21:32,0.50,0.50,1.00,2019-06-04,RMBL,,Faiola,V28.D on Celia's MSD,stop times fixed +1 hour
2017,,316,0.04211,0.00655,29,AMBIENT316,#N/A,ambient,-,-,-,,-,-,-,-,-,-,-,-,-,-,,,,16,,8,200D,23,2017-04-27,-,20:50,21:22,0.00,0.53,0.53,,RMBL,,NR,,stop times fixed +1 hour
2017,,317,0.08210,0.00306,3,SATTENUATA317,#N/A,attenuata,1394,18,7,,R,,H,4,1,4,13,6,38,17,,,,16,,8,200D,25,2017-07-03,17:09,17:45,18:23,0.60,0.53,1.13,,RMBL,,NR,,Out of bag (OOB) 18:01-18:07
2017,,318,0.03580,0.00529,2,SATTENUATA318,#N/A,attenuata,1394,18,8,,L,,H,2,1,7,22,55,20,29,,,,16,,8,200D,25,2017-07-03,17:23,17:53,18:23,0.50,0.50,1.00,,RMBL,,NR,,
2017,,319,0.11813,0.00303,1,SATTENUATA319,#N/A,attenuata,1394,18,9,,M,,H,2,1,5,8,38,11,13,,,,16,,8,200D,25,2017-07-03,17:29,18:01,18:31,0.53,0.50,1.03,,RMBL,,NR,,
2017,1,320,,,31,SKAHO320,#N/A,kaho,HH,879-2-2 x 879-10-1,2-11,,,D,H,0,1,7,26,12,17,33,,,,16,,8,200D,,2017-07-12,11:33,12:03,12:33,0.50,0.50,1.00,,RMBL,,NR,,temp not recorded
2017,1,321,0.05178,0.01130,32,SKAHO321,#N/A,kaho,HH,879-10-1 x 879-H-2,17-2,,,D,H,4,1,3,16,34,6,19,,,,16,,8,200D,,2017-07-12,11:38,12:08,12:39,0.50,0.52,1.02,,RMBL,,NR,,temp not recorded
2017,1,322,,,33,SKAHO322,#N/A,kaho,KK,904-3 x 892-4,167-6,,,D,H,0,1,4,36,33,32,40,,,,16,,8,200D,,2017-07-12,11:39,12:09,12:40,0.50,0.52,1.02,,RMBL,,NR,,temp not recorded
2017,1,323,0.02958,0.00545,34,SKAHO323,#N/A,kaho,KK,904-2 x 904-5,158-5,,,D,H,0,1,8,26,2,34,34,,,,16,,8,200D,,2017-07-12,12:10,12:41,13:11,0.52,0.50,1.02,,RMBL,,NR,,"temp not recorded. Bagged after first 3, but not closed. flushed and tied."
2017,1,324,,,35,SHOOKERI324,#N/A,hookeri,879,3-8,Clone 6,,,D,H,4,4,0,20,70,15,20,,,,16,,8,200D,,2017-07-12,12:11,12:43,13:13,0.53,0.50,1.03,,RMBL,,NR,,"temp not recorded. Bagged after first 3, but not closed. flushed and tied."
2017,1,325,0.10342,0.00832,36,SKAHO325,#N/A,kaho,KK,892-1 x 892-4,115-1,,,D,H,0,1,4,16,35,14,20,,,,16,,8,200D,,2017-07-12,12:11,12:43,13:13,0.53,0.50,1.03,,RMBL,,NR,,"temp not recorded. Bagged after first 3, but not closed. flushed and tied. 2 min twist tie not closed."
2017,1,326,0.11442,0.00461,19,SKAHO326,#N/A,kaho,HH,879-2-2 x 879-10-1,2-11,,,D,H,0,1,7,26,12,17,33,,,,16,,8,200D,30,2017-07-12,18:04,18:35,19:05,0.52,0.50,1.02,,RMBL,,NR,,
2017,1,327,,,20,SKAHO327,#N/A,kaho,HH,879-10-1 x 879-H-2,17-2,,,D,H,4,1,3,16,34,6,19,,,,16,,8,200D,30,2017-07-12,18:06,18:36,19:06,0.50,0.50,1.00,,RMBL,,NR,,
2017,1,328,,,21,SKAHO328,#N/A,kaho,KK,904-3 x 892-4,167-6,,,D,H,0,1,4,36,33,32,40,,,,16,,8,200D,30,2017-07-12,18:08,18:38,19:08,0.50,0.50,1.00,,RMBL,,NR,,
2017,1,329,,,37,SKAHO329,#N/A,kaho,KK,904-2 x 904-5,158-5,,,D,H,0,1,8,26,2,34,34,,,,16,,8,200D,30,2017-07-12,18:40,19:11,19:41,0.52,0.50,1.02,,RMBL,,NR,,
2017,1,330,0.08911,0.00513,38,SHOOKERI330,#N/A,hookeri,879,3-8,Clone 6,,,D,H,4,4,0,20,70,15,20,,,,16,,8,200D,30,2017-07-12,18:42,19:12,19:42,0.50,0.50,1.00,,RMBL,,NR,,
2017,1,331,-0.00004,0.00951,39,SKAHO331,#N/A,kaho,KK,892-1 x 892-4,115-1,,,D,H,0,1,4,16,35,14,20,,,,16,,8,200D,30,2017-07-12,18:44,19:14,19:45,0.50,0.52,1.02,,RMBL,,NR,,
2017,2,332,0.11442,0.00555,5,SKAHO332,#N/A,kaho,KK,3587-15 x 904-3,218-5,,,D,H,0,1,0,22,78,19,22,,,,16,,8,200D,32,2017-07-17,11:48,12:18,12:55,0.50,0.62,1.12,,RMBL,,NR,,one inflo broke; OOB 12:18? - 12:31
2017,2,333,0.07177,0.00758,6,SKAHO333,#N/A,kaho,HH,879-10-1 x 879-H-2,17-2,,,D,H,1,1,2,14,17,15,16,,,,16,,8,200D,32,2017-07-17,11:51,12:21,12:51,0.50,0.50,1.00,,RMBL,,NR,,
2017,2,334,0.09980,0.00461,8,SKAHO334,#N/A,kaho,KK,892-1 x 3587-7,120-3,,,D,H,0,2,2,26,28,27,28,,,,16,,8,200D,32,2017-07-17,11:53,12:23,12:53,0.50,0.50,1.00,,RMBL,,NR,,
2017,2,335,0.07863,0.00644,9,SKAHO335,#N/A,kaho,HH,866-2 x 866-2,95-9,,,D,H,4,2,3,32,13,30,35,,,,16,,8,200D,32,2017-07-17,12:25,12:55,13:28,0.50,0.55,1.05,,RMBL,,NR,,Contanminant. 95-9 marked as HK 866-2 x 892-4 but plant is S. hookeri. Changed 10/9/17
2017,2,336,,,10,SKAHO336,#N/A,kaho,KK,904-5 x 904-3,184-18,,,D,H,0,2,9,59,152,81,68,,,,16,,8,200D,32,2017-07-17,12:29,12:59,13:29,0.50,0.50,1.00,,RMBL,,NR,,pump may have died. fixed start time.
2017,2,337,,,30,SKAHO337,#N/A,kaho,HH,794-4 x 866-2,79-26,,,D,H,8,3,2,25,37,19,27,,,,16,,8,200D,32,2017-07-17,12:27,13:00,13:30,0.55,0.50,1.05,,RMBL,,NR,,
2017,2,338,,,50,SKAHO338,#N/A,kaho,KK,3587-15 x 904-3,218-5,,,D,H,0,1,0,22,78,19,22,,,,16,,8,200D,27,2017-07-17,17:54,18:24,18:54,0.50,0.50,1.00,,RMBL,,NR,,
2017,2,339,,,51,SKAHO339,#N/A,kaho,HH,879-10-1 x 879-H-2,17-2,,,D,H,1,1,2,14,17,15,16,,,,16,,8,200D,27,2017-07-17,17:55,18:25,18:55,0.50,0.50,1.00,,RMBL,,NR,,
2017,2,340,,,57,SKAHO340,#N/A,kaho,KK,892-1 x 3587-7,120-3,,,D,H,0,2,2,26,28,27,28,,,,16,,8,200D,27,2017-07-17,17:57,18:27,18:57,0.50,0.50,1.00,,RMBL,,NR,,
2017,2,341,,,53,SKAHO341,#N/A,kaho,HH,866-2 x 866-2,95-9,,,D,H,4,2,3,32,13,30,35,,,,16,,8,200D,26,2017-07-17,18:30,19:00,19:30,0.50,0.50,1.00,,RMBL,,NR,,Contanminant. 95-9 marked as HK 866-2 x 892-4 but plant is S. hookeri. Changed 10/9/17
2017,2,342,,,54,SKAHO342,#N/A,kaho,KK,904-5 x 904-3,184-18,,,D,H,0,2,9,59,152,81,68,,,,16,,8,200D,26,2017-07-17,18:32,19:02,19:33,0.50,0.52,1.02,,RMBL,,NR,,broken inflo
2017,2,343,,,55,SKAHO343,#N/A,kaho,HH,794-4 x 866-2,79-26,,,D,H,8,3,2,25,37,19,27,,,,16,,8,200D,26,2017-07-17,18:34,19:07,19:37,0.55,0.50,1.05,,RMBL,,NR,,Stop time not recorded
2017,2,344,,,56,AMBIENT344,#N/A,ambient,-,-,-,,-,-,-,-,-,-,-,-,-,-,,,,16,,8,200D,27,2017-07-17,-,18:03,18:26,0.00,0.38,0.38,,RMBL,,NR,,twist tie
2017,3,345,,,58,SKAHO345,#N/A,kaho,HK,866-2 x 892-4,95-2,,,,H,0,1,8,40,212,33,48,,,,16,,8,200D,28,2017-07-18,18:06,18:36,19:18,0.50,0.70,1.20,,RMBL,,NR,,OOB 18:36?-18:48; SZ stopped counting
2017,3,346,,,59,SKAHO346,#N/A,kaho,HK,794-2 x 3587-7,71-1,,,,H,0,1,3,12,32,16,15,,,,16,,8,200D,28,2017-07-18,18:10,18:42,19:14,0.53,0.53,1.07,,RMBL,,NR,,SZ tiny buds not counted
2017,3,347,,,60,SKAHO347,#N/A,kaho,HK,899-2E- 1 x 904-5,105-11,,,,H,2,1,5,27,3,47,32,,,,16,,8,200D,28,2017-07-18,18:13,18:43,19:14,0.50,0.52,1.02,,RMBL,,NR,,SZ tiny buds not counted
2017,3,348,,,61,SKAHO348,#N/A,kaho,HK,879-10-1 x 3587-C,30-3,,,,H,0,1,2,16,98,41,18,,,,16,,8,200D,28,2017-07-18,18:49,19:20,19:52,0.52,0.53,1.05,,RMBL,,NR,,SZ tiny buds not counted
2017,3,349,,,62,SKAHO349,#N/A,kaho,HK,879-10-1 x 892-4,24-8,,,,H,2,1,9,43,71,16,52,,,,16,,8,200D,28,2017-07-18,18:52,19:23,19:53,0.52,0.50,1.02,,RMBL,,NR,,SZ tiny buds counted
2017,3,350,,,63,SKAHO350,#N/A,kaho,HK,899-2E- 1 x 892-1,103-3,,,,H,0,1,10,28,43,50,38,,,,16,,8,200D,28,2017-07-18,18:56,19:32,20:03,0.60,0.52,1.12,,RMBL,,NR,,SZ tiny buds counted
2017,4,351,,,64,SKAHO351,#N/A,kaho,KK,892-5 x 3587-14,143-3,,,D,H,0,1,2,14,9,21,16,,,,16,,8,200D,28,2017-07-24,12:06,12:38,13:08,0.53,0.50,1.03,,RMBL,,NR,,
2017,4,352,,,65,SKAHO352,#N/A,kaho,HH,879-N-5 x 879-2-2,46-2,,,D,H,2,1,0,10,55,3,10,,,,16,,8,200D,28,2017-07-24,12:09,12:39,13:09,0.50,0.50,1.00,,RMBL,,NR,,
2017,4,353,,,66,SKAHO353,#N/A,kaho,KK,3587-7 x 904-5,197-3,,,D,H,0,1,7,31,7,24,38,,,,16,,8,200D,28,2017-07-24,12:11,12:41,13:11,0.50,0.50,1.00,,RMBL,,NR,,
2017,4,354,,,67,SKAHO354,#N/A,kaho,HH,794-4 x 794-2,78-2,,,D,H,4,1,3,10,48,10,13,,,,16,,8,200D,28,2017-07-24,12:44,13:14,13:44,0.50,0.50,1.00,,RMBL,,NR,,one pump died
2017,4,355,,,69,SKAHO355,#N/A,kaho,KK,904-2 x 904-5,158-5,,,D,H,0,1,3,34,25,66,37,,,,16,,8,200D,28,2017-07-24,12:46,13:16,13:46,0.50,0.50,1.00,,RMBL,,NR,,
2017,4,356,,,71,SKAHO356,#N/A,kaho,HH,879-10-1 x 879-H-2,17-2,,,D,H,10,1,7,14,1,20,21,,,,16,,8,200D,28,2017-07-24,12:48,13:18,13:48,0.50,0.50,1.00,,RMBL,,NR,,twist tie
2017,4,357,,,72,AMBIENT357,#N/A,ambient,-,-,-,,-,-,-,-,-,-,-,-,-,-,,,,16,,8,200D,28,2017-07-24,-,13:49,14:18,0.00,0.48,0.48,,RMBL,,NR,,twist tie
2017,5,358,,,74,SKAHO358,#N/A,kaho,KK,892-5 x 3587-14,143-3,,,D,H,0,1,2,14,9,21,16,,,,16,,8,200D,27,2017-07-24,18:03,18:35,19:05,0.53,0.50,1.03,,RMBL,,NR,,
2017,5,359,,,73,SKAHO359,#N/A,kaho,HH,879-N-5 x 879-2-2,46-2,,,D,H,2,1,0,10,55,3,10,,,,16,,8,200D,27,2017-07-24,18:04,18:34,19:05,0.50,0.52,1.02,,RMBL,,NR,,
2017,5,360,,,75,SKAHO360,#N/A,kaho,KK,3587-7 x 904-5,197-3,,,D,H,0,1,7,31,7,24,38,,,,16,,8,200D,27,2017-07-24,18:06,18:37,19:07,0.52,0.50,1.02,,RMBL,,NR,,
2017,5,361,,,76,SKAHO361,#N/A,kaho,HH,794-4 x 794-2,78-2,,,D,H,4,1,3,10,48,10,13,,,,16,,8,200D,27,2017-07-24,18:38,19:10,19:40,0.53,0.50,1.03,,RMBL,,NR,,
2017,5,362,,,77,SKAHO362,#N/A,kaho,KK,904-2 x 904-5,158-5,,,D,H,0,1,3,34,25,66,37,,,,16,,8,200D,27,2017-07-24,18:40,19:12,19:42,0.53,0.50,1.03,,RMBL,,NR,,stop time not recorded
2017,5,363,,,78,SKAHO363,#N/A,kaho,HH,879-10-1 x 879-H-2,17-2,,,D,H,10,1,7,14,1,20,21,,,,16,,8,200D,27,2017-07-24,18:42,19:14,19:44,0.53,0.50,1.03,,RMBL,,NR,,stop time not recorded
2017,5,364,,,79,AMBIENT364,#N/A,ambient,-,-,-,,-,-,-,-,-,-,-,-,-,-,,,,16,,8,200D,27,2017-07-24,-,18:12,18:36,0.00,0.40,0.40,,RMBL,,NR,,
2017,6,365,,,81,SKAHO365,#N/A,kaho,KK,904-3 x 3587-14,170-1,,,D,H,0,1,2,34,71,29,36,,,,16,,8,200D,35,2017-08-02,11:33,12:04,12:34,0.52,0.50,1.02,,RMBL,,NR,,1 flr broke
2017,6,366,,,82,SKAHO366,#N/A,kaho,HH,879-2-2 x 794-2,4-16,,,D,H,2,1,2,16,16,17,18,,,,16,,8,200D,35,2017-08-02,11:40,12:10,12:40,0.50,0.50,1.00,,RMBL,,NR,,
2017,6,367,,,83,SKAHO367,#N/A,kaho,KK,3587-C x 892-4,234-1,,,D,H,0,1,4,14,18,20,18,,,,16,,8,200D,35,2017-08-02,11:46,12:16,12:46,0.50,0.50,1.00,,RMBL,,NR,,
2017,6,368,,,84,SKAHO368,#N/A,kaho,KK,3587-7 x 892-1,194-1,,,D,H,0,1,0,8,7,28,8,,,,16,,8,200D,35,2017-08-02,12:01,12:37,13:07,0.60,0.50,1.10,,RMBL,,NR,,
2017,6,369,,,85,SKAHO369,#N/A,kaho,KH,904-3 x 794-4,164-3,,,D,H,0,1,4,21,240,13,25,,,,16,,8,200D,35,2017-08-02,12:09,12:42,13:12,0.55,0.50,1.05,,RMBL,,NR,,
2017,6,370,,,86,SKAHO370,#N/A,kaho,KK,892-1 x 892-5,116-2,,,D,H,0,1,0,2,6,20,2,,,,16,,8,200D,35,2017-08-02,12:20,12:50,13:20,0.50,0.50,1.00,,RMBL,,NR,,
2017,6,371,,,88,SKAHO371,#N/A,kaho,KK,904-3 x 3587-14,170-1,,,D,H,0,1,2,34,71,29,36,,,,16,,8,200D,28,2017-08-02,17:51,18:21,18:51,0.50,0.50,1.00,,RMBL,,NR,,
2017,6,372,,,89,SKAHO372,#N/A,kaho,HH,879-2-2 x 794-2,4-16,,,D,H,2,1,2,16,16,17,18,,,,16,,8,200D,28,2017-08-02,17:56,18:30,19:00,0.57,0.50,1.07,,RMBL,,NR,,
2017,6,373,,,80,SKAHO373,#N/A,kaho,KK,3587-C x 892-4,234-1,,,D,H,0,1,4,14,18,20,18,,,,16,,8,200D,28,2017-08-02,18:00,18:33,19:03,0.55,0.50,1.05,,RMBL,,NR,,
2017,6,374,,,91,SKAHO374,#N/A,kaho,KK,3587-7 x 892-1,194-1,,,D,H,0,1,0,8,7,28,8,,,,16,,8,200D,28,2017-08-02,18:22,18:53,19:24,0.52,0.52,1.03,,RMBL,,NR,,
2017,6,375,,,92,SKAHO375,#N/A,kaho,KH,904-3 x 794-4,164-3,,,D,H,0,1,4,21,240,13,25,,,,16,,8,200D,28,2017-08-02,18:35,19:05,19:35,0.50,0.50,1.00,,RMBL,,NR,,
2017,6,376,,,87,SKAHO376,#N/A,kaho,KK,892-1 x 892-5,116-2,,,D,H,0,1,0,2,6,20,2,,,,16,,8,200D,28,2017-08-02,18:36,19:06,19:36,0.50,0.50,1.00,,RMBL,,NR,,
2017,6,377,,,90,AMBIENT377,#N/A,ambient,-,-,-,,-,-,-,-,-,-,-,-,-,-,,,,16,,8,200D,28,2017-08-02,-,18:06,18:29,,0.38,0.38,,RMBL,,NR,,
2017,7,378,,,93,SKAHO378,#N/A,kaho,HK,899-2E- 1 x 904-2,104-2,,,,H,0,1,5,24,69,27,29,,,,16,,8,200D,26,2017-08-08,16:44,17:14,17:44,0.50,0.50,1.00,,RMBL,,NR,,
2017,7,379,,,94,SKAHO379,#N/A,kaho,KH,892-1 x 879-2-2,108-3,,,,H,0,1,10,32,290,62,42,,,,16,,8,200D,26,2017-08-08,16:54,17:24,17:54,0.50,0.50,1.00,,RMBL,,NR,,
2017,7,380,,,95,SKAHO380,#N/A,kaho,KK,892-1 x 904-3,118-1,,,,H,0,1,2,17,215,11,19,,,,16,,8,200D,26,2017-08-08,16:57,17:28,17:58,0.52,0.50,1.02,,RMBL,,NR,,
2017,7,381,,,96,SKAHO381,#N/A,kaho,HK,866-2 x 904-2,97-1,,,,H,0,1,3,10,37,34,13,,,,16,,8,200D,26,2017-08-08,17:24,17:54,18:24,0.50,0.50,1.00,,RMBL,,NR,,
2017,7,382,,,97,SKAHO382,#N/A,kaho,HK,866-2 x 892-1,94-10,,,,H,0,1,6,30,47,31,36,,,,16,,8,200D,26,2017-08-08,17:29,17:59,18:29,0.50,0.50,1.00,,RMBL,,NR,,
2017,7,383,,,98,SKAHO383,#N/A,kaho,HK,879-2-2 x 892-1,6-10,,,,H,0,1,5,34,52,41,39,,,,16,,8,200D,26,2017-08-08,17:34,18:04,18:34,0.50,0.50,1.00,,RMBL,,NR,,
2017,7,384,,,99,AMBIENT384,#N/A,ambient,-,-,-,,-,-,-,-,-,-,-,-,-,-,,,,16,,8,200D,26,2017-08-08,-,18:27,19:00,,0.55,0.55,,RMBL,,NR,,
2017,8,385,,,100,SKAHO385,#N/A,kaho,KK,904-2 x 892-1,155-8,,,,H,0,1,2,13,7,31,15,,,,16,,8,200D,26,2017-08-29,18:09,18:40,19:10,0.52,0.50,1.02,,RMBL,,NR,,
2017,8,386,,,101,SKAHO386,#N/A,kaho,KK,892-5 x 892-4,140-3,,,,H,0,1,5,19,76,36,24,,,,16,,8,200D,26,2017-08-29,18:13,18:43,19:13,0.50,0.50,1.00,,RMBL,,NR,,
2017,8,387,,,102,SKAHO387,#N/A,kaho,KK,892-3 x 3587-7,127-2,,,,H,0,1,6,27,149,38,33,,,,16,,8,200D,26,2017-08-29,18:13,18:44,19:14,0.52,0.50,1.02,,RMBL,,NR,,
2017,8,388,,,103,SKAHO388,#N/A,kaho,HH,866-2 x 879-G-2,91-7,,,,H,1,1,1,14,28,7,15,,,,16,,8,200D,26,2017-08-29,18:47,19:17,19:47,0.50,0.50,1.00,,RMBL,,NR,,
2017,8,389,,,104,SKAHO389,#N/A,kaho,KK,3587-7 x 892-1,194-2,,,,H,0,1,1,9,29,16,10,,,,16,,8,200D,26,2017-08-29,18:49,19:19,19:49,0.50,0.50,1.00,,RMBL,,NR,,
2017,8,390,,,105,SKAHO390,#N/A,kaho,KK,892-3 x 892-1,125-1,,,,H,0,1,8,30,43,22,38,,,,16,,8,200D,26,2017-08-29,18:51,19:22,19:52,0.52,0.50,1.02,,RMBL,,NR,,Stop time not written 
2017,9,391,,,107,,,kaho,KK,892-1 x 3587-7,120-1,,,,H,0,1,4,14,14,69,18,,,,16,,,,26,2017-10-10,18:53,19:23,19:53,0.50,0.50,1.00,,RMBL,,NR,,
2017,9,392,,,109,,,kaho,KK,904-5 x 3587-7,185-6,,,,H,0,1,8,44,40,45,52,,,,16,,,,26,2017-10-10,18:55,19:25,19:55,0.50,0.50,1.00,,RMBL,,NR,,
2017,9,393,,,110,,,kaho,KK,892-10 x 904-2,146-1,,,,H,0,1,3,24,72,27,27,,,,16,,,,26,2017-10-10,18:56,19:26,19:56,0.50,0.50,1.00,,RMBL,,NR,,
2017,9,394,,,111,,,membranacea,25040,20160386,3,,,,H,6,1,8,9,3,38,17,,,,16,,,,24,2017-10-10,19:29,20:00,20:30,0.52,0.50,1.02,,RMBL,,NR,,
2017,9,395,,,112,,,membranacea,25039,20160385,2,,,,H,8,4,1,34,53,8,35,,,,16,,,,24,2017-10-10,19:30,20:01,20:31,0.52,0.50,1.02,,RMBL,,NR,,
2017,9,396,,,108,,,kaho,KK,904-2 x 892-1,155-1,,,,H,0,3,9,21,12,64,30,,,,16,,,,24,2017-10-10,19:33,20:03,20:38,0.50,0.58,1.08,,RMBL,,NR,,end time says 20:08
