FileName,Year,Page,Sample,Flow,Mass,Vial,Filename,Path,Species,Population,Plant,Cutting,PlantDate,Inflo,Diurnal,Sex,Leaves,Inflor,Mphase,Fphase,Closed,Buds,Flrs,ClosedCN,BudsCN,FlrsCN,Bag,Photo,Room,FlowRate,Temp,SampleDate,Equil,Start,Stop,Equi,Duration,Total,RunDate,Method,Blank,GC,Results,Notes,DN,sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,user,FullName,id,desorb.Start.diff,nameBlank,Mixup,kBlank,Cluster,n_peaks,vial,dupe,ApproxDate,Period,SteelTube,Problem,Note,TubeMatch,sample,verdict,FileName2,dupe2,badtube,type,sp,sp2,Species2,Species2Pop
SCH_V569_762019_19.qgd,2019,22,845,NA,NA,569,NA,NA,kaalae,892,1,NA,2013-04-03,NA,D,H,0,1,5,27,51,27,32,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:03,21:34:00,22:04:00,0.52,0.5,1.02,NA,RMBL,NA,NR,NA,NA,Night,2019-07-06T16:26:27Z,2019-07-07T09:10:13Z,2019-07-07T09:10:14Z,2019-07-07T09:10:13Z,Desorbed NA,18,19,19,19,0,1,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V569_762019_19.qgd,88c4bcd7-55b5-4fa1-a5ba-8e3d32a364bb,1941,FALSE,FALSE,FALSE,21,329,569,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V569_762019_19.qgd,FALSE,FALSE,floral,KAAL,KAAL,kaalae,kaalae 892
SCH_V570_762019_20.qgd,2019,22,846,NA,NA,570,NA,NA,kaalae,892,3,NA,2013-04-03,NA,D,H,0,1,0,23,38,10,23,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:04,21:34:00,22:04:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-07-06T16:26:27Z,2019-07-07T09:42:30Z,2019-07-07T09:42:30Z,2019-07-07T09:42:30Z,Desorbed NA,19,20,20,20,0,0,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V570_762019_20.qgd,88c4bcd7-55b5-4fa1-a5ba-8e3d32a364bb,1937,FALSE,FALSE,FALSE,35,320,570,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V570_762019_20.qgd,FALSE,FALSE,floral,KAAL,KAAL,kaalae,kaalae 892
SCH_V571_762019_21.qgd,2019,22,847,NA,NA,571,NA,NA,menziesii,849,17-13,NA,2013-03-15,NA,D,H,2,6,1,36,16,37,37,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:05,21:35:00,22:05:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,no stop time,Night,2019-07-06T16:26:27Z,2019-07-07T10:14:46Z,2019-07-07T10:14:54Z,2019-07-07T10:14:46Z,Desorbed NA,20,21,21,21,0,8,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V571_762019_21.qgd,88c4bcd7-55b5-4fa1-a5ba-8e3d32a364bb,1936,FALSE,FALSE,FALSE,2,326,571,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V571_762019_21.qgd,FALSE,FALSE,floral,MENZ,MENZ,menziesii,menziesii 849
SCH_V572_762019_23.qgd,2019,22,848,NA,NA,572,NA,NA,menziesii,849,122-2,NA,2013-03-15,NA,D,H,10,2,1,25,19,18,26,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:06,21:36:00,22:07:00,0.5,0.52,1.02,NA,RMBL,NA,NR,NA,NA,Night,2019-07-06T16:26:27Z,2019-07-07T11:20:29Z,2019-07-07T11:19:38Z,2019-07-07T11:19:38Z,Desorbed NA,21,23,23,23,0,51,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V572_762019_23.qgd,88c4bcd7-55b5-4fa1-a5ba-8e3d32a364bb,1928,FALSE,FALSE,FALSE,2,295,572,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V572_762019_23.qgd,FALSE,FALSE,floral,MENZ,MENZ,menziesii,menziesii 849
SCH_V573_762019_24.qgd,2019,20,856,NA,NA,573,NA,NA,menziesii,950,428-5,Clone 5,2013-03-25,NA,D,H,6,4,4,17,19,8,21,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:40,22:12:00,22:42:00,0.53,0.5,1.03,NA,RMBL,NA,NR,NA,NA,Night,2019-07-06T16:26:27Z,2019-07-07T11:51:55Z,2019-07-07T11:51:55Z,2019-07-07T11:51:55Z,Desorbed NA,22,24,24,24,0,0,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V573_762019_24.qgd,88c4bcd7-55b5-4fa1-a5ba-8e3d32a364bb,1886,FALSE,FALSE,FALSE,5,306,573,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V573_762019_24.qgd,FALSE,FALSE,floral,MENZ,MENZ,menziesii,menziesii 950
SCH_V574_762019_25.qgd,2019,20,857,NA,NA,574,NA,NA,trinervis,908,5,Pot 2,2013-05-24,NA,D,H,0,1,-,-,4,2,4,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:41,22:13:00,22:43:00,0.53,0.5,1.03,NA,RMBL,NA,NR,NA,NA,Night,2019-07-06T16:26:27Z,2019-07-07T12:24:10Z,2019-07-07T12:24:19Z,2019-07-07T12:24:10Z,Desorbed NA,23,25,25,25,0,9,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V574_762019_25.qgd,88c4bcd7-55b5-4fa1-a5ba-8e3d32a364bb,1935,FALSE,FALSE,FALSE,35,328,574,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V574_762019_25.qgd,FALSE,FALSE,floral,TRIN,TRIN,trinervis,trinervis 908
SCH_V575_762019_26.qgd,2019,20,858,NA,NA,575,NA,NA,obovata,893,72,Clone 2,2013-06-07,NA,D,H,2,1,-,-,1,9,1,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:42,22:16:00,22:46:00,0.57,0.5,1.07,NA,RMBL,NA,NR,NA,NA,Night,2019-07-06T16:26:27Z,2019-07-07T12:56:37Z,2019-07-07T12:56:35Z,2019-07-07T12:56:35Z,Desorbed NA,24,26,26,26,0,2,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V575_762019_26.qgd,88c4bcd7-55b5-4fa1-a5ba-8e3d32a364bb,1947,FALSE,FALSE,FALSE,21,336,575,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V575_762019_26.qgd,FALSE,FALSE,floral,OBOV,OBOV,obovata,obovata 893
SCH_V576_762019_27.qgd,2019,20,859,NA,NA,576,NA,NA,trinervis,908,46,NA,2013-05-24,NA,D,H,0,1,-,-,11,7,11,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:43,22:16:00,22:46:00,0.55,0.5,1.05,NA,RMBL,NA,NR,NA,NA,Night,2019-07-06T16:26:27Z,2019-07-07T13:28:48Z,2019-07-07T13:28:55Z,2019-07-07T13:28:48Z,Desorbed NA,25,27,27,27,0,7,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V576_762019_27.qgd,88c4bcd7-55b5-4fa1-a5ba-8e3d32a364bb,1931,FALSE,FALSE,FALSE,39,310,576,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V576_762019_27.qgd,FALSE,FALSE,floral,TRIN,TRIN,trinervis,trinervis 908
SCH_V578_772019_02.qgd,2019,20,860,NA,NA,578,NA,NA,menziesii,949,12E,NA,2013-03-15,NA,D,H,2,2,4,12,0,12,16,NA,NA,NA,16,NA,NA,200D,18,2019-05-26,21:39,22:21:00,22:51:00,0.7,0.5,1.2,NA,RMBL,NA,NR,NA,no equil time - already bagged,Night,2019-07-07T09:47:56Z,2019-07-07T17:23:25Z,2019-07-07T17:23:21Z,2019-07-07T17:23:21Z,Desorbed NA,1,2,2,2,0,4,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V578_772019_02.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1838,FALSE,FALSE,FALSE,2,314,578,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V578_772019_02.qgd,FALSE,FALSE,floral,MENZ,MENZ,menziesii,menziesii 949
SCH_V584_772019_03.qgd,2019,23,866,NA,NA,584,NA,NA,ambient,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA,16,NA,NA,200D,28,2019-05-27,-,15:57:00,16:26:00,NA,0.48,0.48,NA,RMBL,NA,NR,NA,NA,Day,2019-07-07T09:47:56Z,2019-07-07T17:55:23Z,2019-07-07T17:55:33Z,2019-07-07T17:55:23Z,Desorbed NA,2,3,3,3,0,10,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V584_772019_03.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1918,FALSE,FALSE,FALSE,35,322,584,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V584_772019_03.qgd,FALSE,FALSE,ambient,AMBI,AMBI,ambient,ambient -
SCH_V590_772019_04.qgd,2019,24,892,NA,NA,590,NA,NA,ambient,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA,16,NA,NA,200D,-,2019-05-30,-,21:58:00,22:26:00,NA,0.47,0.47,NA,RMBL,NA,NR,NA,NA,Night,2019-07-07T09:47:56Z,2019-07-07T18:27:37Z,2019-07-07T18:27:46Z,2019-07-07T18:27:37Z,Desorbed NA,3,4,4,4,0,9,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V590_772019_04.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1934,FALSE,FALSE,FALSE,6,334,590,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V590_772019_04.qgd,FALSE,FALSE,ambient,AMBI,AMBI,ambient,ambient -
SCH_V591_772019_05.qgd,2019,24,872,NA,NA,591,NA,NA,kaalae,3587,6 1,NA,NA,NA,D,H,0,1,12,15,26,32,27,NA,NA,NA,16,NA,NA,200D,30,2019-05-29,13:30,14:05:00,14:35:00,0.58,0.5,1.08,NA,RMBL,NA,NR,NA,NA,Day,2019-07-07T09:47:56Z,2019-07-07T19:00:06Z,2019-07-07T19:00:06Z,2019-07-07T19:00:06Z,Desorbed NA,4,5,5,5,0,0,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V591_772019_05.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1949,FALSE,FALSE,FALSE,21,337,591,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V591_772019_05.qgd,FALSE,FALSE,floral,KAAL,KAAL,kaalae,kaalae 3587
SCH_V592_772019_06.qgd,2019,24,873,NA,NA,592,NA,NA,hookeri,891,Loc 2 3-3,NA,2013-03-25,NA,D,H,0,1,0,16,12,4,16,NA,NA,NA,16,NA,NA,200D,30,2019-05-29,13:31,14:07:00,14:36:00,0.6,0.48,1.08,NA,RMBL,NA,NR,NA,NA,Day,2019-07-07T09:47:56Z,2019-07-07T19:32:27Z,2019-07-07T19:32:26Z,2019-07-07T19:32:26Z,Desorbed NA,5,6,6,6,0,1,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V592_772019_06.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1941,FALSE,FALSE,FALSE,35,326,592,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V592_772019_06.qgd,FALSE,FALSE,floral,HOOK,HOOK,hookeri,hookeri 891
SCH_V595_772019_07.qgd,2019,24,874,NA,NA,595,NA,NA,hookeri,794,4 below rock #2,NA,2013-03-25,NA,D,H,1,4,2,20,13,15,22,NA,NA,NA,16,NA,NA,200D,30,2019-05-29,13:33,14:08:00,14:38:00,0.58,0.5,1.08,NA,RMBL,NA,NR,NA,NA,Day,2019-07-07T09:47:56Z,2019-07-07T20:04:54Z,2019-07-07T20:04:54Z,2019-07-07T20:04:54Z,Desorbed NA,6,7,7,7,0,0,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V595_772019_07.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1947,FALSE,FALSE,FALSE,21,331,595,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V595_772019_07.qgd,FALSE,FALSE,floral,HOOK,HOOK,hookeri,hookeri 794
SCH_V596_772019_08.qgd,2019,24,875,NA,NA,596,NA,NA,menziesii,949,103-H,NA,2013-03-15,NA,D,H,2,1,3,7,1,7,10,NA,NA,NA,16,NA,NA,200D,30,2019-05-29,13:34,14:09:00,14:39:00,0.58,0.5,1.08,NA,RMBL,NA,NR,NA,"""seedling origin""",Day,2019-07-07T09:47:56Z,2019-07-07T20:37:22Z,2019-07-07T20:37:31Z,2019-07-07T20:37:22Z,Desorbed NA,7,8,8,8,0,9,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V596_772019_08.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1948,FALSE,FALSE,FALSE,35,319,596,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V596_772019_08.qgd,FALSE,FALSE,floral,MENZ,MENZ,menziesii,menziesii 949
SCH_V597_772019_09.qgd,2019,24,876,NA,NA,597,NA,NA,kaalae,3587,12,NA,2013-04-13,NA,D,H,0,1,6,8,31,16,14,NA,NA,NA,16,NA,NA,200D,30,2019-05-29,13:36,14:11:00,14:41:00,0.58,0.5,1.08,NA,RMBL,NA,NR,NA,NA,Day,2019-07-07T09:47:56Z,2019-07-07T21:10:00Z,2019-07-07T21:10:11Z,2019-07-07T21:10:00Z,Desorbed NA,8,9,9,9,0,11,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V597_772019_09.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1958,FALSE,FALSE,FALSE,35,337,597,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V597_772019_09.qgd,FALSE,FALSE,floral,KAAL,KAAL,kaalae,kaalae 3587
SCH_V6_7102019_14.qgd,2017,2,333,0.07177,0.00758,6,SKAHO333,#N/A,kaho,HH,879-10-1 x 879-H-2,17-2,NA,NA,D,H,1,1,2,14,17,15,16,NA,NA,NA,16,NA,8,200D,32,2017-07-17,11:51,12:21:00,12:51:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Day,2019-07-10T21:04:27Z,2019-07-11T11:20:41Z,2019-07-11T11:19:56Z,2019-07-11T11:19:56Z,Desorbed NA,12,14,14,14,0,45,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V6_7102019_14.qgd,a63a14c6-cd09-48f0-9d26-3d7c0ac77142,1826,FALSE,FALSE,FALSE,31,341,6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V6_7102019_14.qgd,FALSE,FALSE,floral,KAHO,HOOK,hookeri,hookeri HH
SCH_V601_772019_10.qgd,2019,24,877,NA,NA,601,NA,NA,kaalae,3587,6 1,NA,NA,NA,D,H,0,1,12,15,26,32,27,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,21:44,22:14:00,22:44:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-07-07T09:47:56Z,2019-07-07T21:42:41Z,2019-07-07T21:42:48Z,2019-07-07T21:42:41Z,Desorbed NA,9,10,10,10,0,7,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V601_772019_10.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1961,FALSE,FALSE,FALSE,35,334,601,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V601_772019_10.qgd,FALSE,FALSE,floral,KAAL,KAAL,kaalae,kaalae 3587
SCH_V602_772019_12.qgd,2019,24,878,NA,NA,602,NA,NA,hookeri,891,Loc 2 3-3,NA,2013-03-25,NA,D,H,0,1,0,16,12,4,16,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,21:45,22:15:00,22:45:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,"""purple"" smell. black pollen.",Night,2019-07-07T09:47:56Z,2019-07-07T22:48:49Z,2019-07-07T22:47:55Z,2019-07-07T22:47:55Z,Desorbed NA,11,12,12,12,0,54,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V602_772019_12.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,2005,FALSE,FALSE,FALSE,35,334,602,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V602_772019_12.qgd,FALSE,FALSE,floral,HOOK,HOOK,hookeri,hookeri 891
SCH_V603_772019_13.qgd,2019,24,879,NA,NA,603,NA,NA,hookeri,794,4 below rock #2,NA,2013-03-25,NA,D,H,1,4,2,20,13,15,22,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,22:06,22:27:00,22:57:00,0.35,0.5,0.85,NA,RMBL,NA,NR,NA,"""indole"" smell. bagged at 21:46 but bag broke",Night,2019-07-07T09:47:56Z,2019-07-07T23:20:22Z,2019-07-07T23:20:25Z,2019-07-07T23:20:22Z,Desorbed NA,12,13,13,13,0,3,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V603_772019_13.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1893,FALSE,FALSE,FALSE,35,317,603,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V603_772019_13.qgd,FALSE,FALSE,floral,HOOK,HOOK,hookeri,hookeri 794
SCH_V604_772019_14.qgd,2019,24,880,NA,NA,604,NA,NA,menziesii,949,103-H,NA,2013-03-15,NA,D,H,2,1,3,7,1,7,10,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,21:47,22:17:00,22:47:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-07-07T09:47:56Z,2019-07-07T23:52:51Z,2019-07-07T23:53:01Z,2019-07-07T23:52:51Z,Desorbed NA,13,14,14,14,0,10,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V604_772019_14.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1949,FALSE,FALSE,FALSE,2,313,604,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V604_772019_14.qgd,FALSE,FALSE,floral,MENZ,MENZ,menziesii,menziesii 949
SCH_V605_772019_15.qgd,2019,24,881,NA,NA,605,NA,NA,kaalae,3587,12,NA,2013-04-13,NA,D,H,0,1,6,8,31,16,14,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,21:49,22:27:00,22:57:00,0.63,0.5,1.13,NA,RMBL,NA,NR,NA,"""chocolate"" smell",Night,2019-07-07T09:47:56Z,2019-07-08T00:25:32Z,2019-07-08T00:25:29Z,2019-07-08T00:25:29Z,Desorbed NA,14,15,15,15,0,3,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V605_772019_15.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1961,FALSE,FALSE,FALSE,35,309,605,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V605_772019_15.qgd,FALSE,FALSE,floral,KAAL,KAAL,kaalae,kaalae 3587
SCH_V611_772019_16.qgd,2019,25,897,NA,NA,611,NA,NA,spergulina,12029X,120296-10F,NA,NA,NA,D,F,2,1,-,-,39,5,76,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,13:28,13:59:00,14:46:00,0.52,0.78,1.3,NA,RMBL,NA,NR,NA,fixed start and stop time - 1 hr,Day,2019-07-07T09:47:56Z,2019-07-08T00:58:01Z,2019-07-08T00:58:09Z,2019-07-08T00:58:01Z,Desorbed NA,15,16,16,16,0,8,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V611_772019_16.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1949,FALSE,FALSE,FALSE,35,326,611,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V611_772019_16.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V615_772019_17.qgd,2019,25,895,NA,NA,615,NA,NA,spergulina,12029X,120294-6P,NA,NA,NA,D,M,2,1,-,-,7,35,29,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,13:26,13:58:00,14:58:00,0.53,1,1.53,NA,RMBL,NA,NR,NA,NA,Day,2019-07-07T09:47:56Z,2019-07-08T01:30:24Z,2019-07-08T01:30:30Z,2019-07-08T01:30:24Z,Desorbed NA,16,17,17,17,0,6,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V615_772019_17.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1943,FALSE,FALSE,FALSE,35,347,615,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V615_772019_17.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V616_772019_18.qgd,2019,25,896,NA,NA,616,NA,NA,spergulina,14632,5P,NA,2017-08-30,NA,D,F,6,1,-,-,14,44,56,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,13:27,13:59:00,14:59:00,0.53,1,1.53,NA,RMBL,NA,NR,NA,NA,Day,2019-07-07T09:47:56Z,2019-07-08T02:02:23Z,2019-07-08T02:02:25Z,2019-07-08T02:02:23Z,Desorbed NA,17,18,18,18,0,2,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V616_772019_18.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1919,FALSE,FALSE,FALSE,39,336,616,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V616_772019_18.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 14632
SCH_V618_772019_19.qgd,2019,25,900,NA,NA,618,NA,NA,spergulina,12029X,120294-6P,NA,NA,NA,D,M,2,1,-,-,7,35,29,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,22:28,23:01:00,23:32:00,0.55,0.52,1.07,NA,RMBL,NA,NR,NA,NA,Night,2019-07-07T09:47:56Z,2019-07-08T02:33:59Z,2019-07-08T02:34:11Z,2019-07-08T02:33:59Z,Desorbed NA,18,19,19,19,0,12,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V618_772019_19.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1896,FALSE,FALSE,FALSE,35,329,618,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V618_772019_19.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V619_772019_20.qgd,2019,25,901,NA,NA,619,NA,NA,spergulina,14632,5P,NA,2017-08-30,NA,D,F,6,1,-,-,14,44,56,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,22:29,23:04:00,23:34:00,0.58,0.5,1.08,NA,RMBL,NA,NR,NA,NA,Night,2019-07-07T09:47:56Z,2019-07-08T03:05:37Z,2019-07-08T03:05:35Z,2019-07-08T03:05:35Z,Desorbed NA,19,20,20,20,0,2,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V619_772019_20.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1898,FALSE,FALSE,FALSE,19,326,619,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V619_772019_20.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 14632
SCH_V620_772019_21.qgd,2019,25,902,NA,NA,620,NA,NA,spergulina,12029X,120296-10F,NA,NA,NA,D,F,2,1,-,-,39,5,76,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,22:29,23:01:00,23:32:00,0.53,0.52,1.05,NA,RMBL,NA,NR,NA,NA,Night,2019-07-07T09:47:56Z,2019-07-08T03:37:02Z,2019-07-08T03:37:13Z,2019-07-08T03:37:02Z,Desorbed NA,20,21,21,21,0,11,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V620_772019_21.qgd,682337c8-fda4-4063-81d7-fce16ed84aa4,1885,FALSE,FALSE,FALSE,19,311,620,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V620_772019_21.qgd,FALSE,FALSE,floral,SPER,SPER,spergulina,spergulina 12029X
SCH_V621_782019_02.qgd,2019,26,903,NA,NA,621,NA,NA,apokremnos,90462,36,NA,NA,NA,D,F,0,1,-,-,11,20,101,NA,NA,NA,16,NA,NA,200D,22,2019-06-02,13:36,14:23:00,14:59:00,0.78,0.6,1.38,NA,RMBL,NA,NR,NA,purple stimgmas,Day,2019-07-08T00:27:08Z,2019-07-08T08:02:45Z,2019-07-08T08:02:41Z,2019-07-08T08:02:41Z,Desorbed NA,1,2,2,2,0,4,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V621_782019_02.qgd,7bde9536-9a9d-424c-a8b5-eae32d73000f,1838,FALSE,FALSE,FALSE,21,332,621,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V621_782019_02.qgd,FALSE,FALSE,floral,APOK,APOK,apokremnos,apokremnos 90462
SCH_V622_782019_03.qgd,2019,26,904,NA,NA,622,NA,NA,kaalae,892,5,NA,2013-04-03,NA,D,H,0,1,3,38,108,18,41,NA,NA,NA,16,NA,NA,200D,22,2019-06-02,13:41,14:24:00,14:59:00,0.72,0.58,1.3,NA,RMBL,NA,NR,NA,NA,Day,2019-07-08T00:27:08Z,2019-07-08T08:34:08Z,2019-07-08T08:34:18Z,2019-07-08T08:34:08Z,Desorbed NA,2,3,3,3,0,10,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V622_782019_03.qgd,7bde9536-9a9d-424c-a8b5-eae32d73000f,1883,FALSE,FALSE,FALSE,35,322,622,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V622_782019_03.qgd,FALSE,FALSE,floral,KAAL,KAAL,kaalae,kaalae 892
SCH_V623_782019_04.qgd,2019,26,907,NA,NA,623,NA,NA,menziesii,949,15F-11,Cutting 1,NA,NA,D,H,6,3,0,13,0,11,13,NA,NA,NA,16,NA,NA,200D,22,2019-06-02,13:48,14:36:00,15:07:00,0.8,0.52,1.32,NA,RMBL,NA,NR,NA,"""chocolate"" smell",Day,2019-07-08T00:27:08Z,2019-07-08T09:06:01Z,2019-07-08T09:06:00Z,2019-07-08T09:06:00Z,Desorbed NA,3,4,4,4,0,1,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/SCH_V623_782019_04.qgd,7bde9536-9a9d-424c-a8b5-eae32d73000f,1913,FALSE,FALSE,FALSE,35,346,623,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,SCH_V623_782019_04.qgd,FALSE,FALSE,floral,MENZ,MENZ,menziesii,menziesii 949
